0.532022,0.628874,0.894885
0.460659,0.525051,0.75538
0.492776,0.534287,0.780675
0.448999,0.505824,0.730324
0.45603,0.518975,0.74699
0.593126,0.696232,0.992795
0.543923,0.646509,0.918471
0.575856,0.659522,0.94745
0.473226,0.543825,0.780438
0.487558,0.53664,0.780419
0.459315,0.525656,0.755314
0.555199,0.592087,0.869686
0.586447,0.671368,0.964592
0.48194,0.537378,0.778348
0.563745,0.628807,0.910679
0.619514,0.704459,1.01422
0.522963,0.605425,0.866906
0.589747,0.66849,0.963364
0.534671,0.628737,0.896073
0.611369,0.693018,0.998703
0.607406,0.683821,0.987524
0.468098,0.535006,0.769055
0.495904,0.582889,0.830841
0.542257,0.649722,0.92085
0.505817,0.574108,0.827017
0.474338,0.536665,0.773834
0.615438,0.708441,1.01616
0.484798,0.569398,0.811797
0.511198,0.60212,0.857718
0.498699,0.575109,0.824459
0.512591,0.550784,0.80708
0.502768,0.592401,0.843785
0.494727,0.555906,0.803269
0.503669,0.56808,0.819915
0.598705,0.665389,0.964742
0.595531,0.661412,0.959177
0.549611,0.655427,0.930233
0.581475,0.679279,0.970017
0.503449,0.595936,0.84766
0.597426,0.698897,0.99761
0.578367,0.63411,0.923294
0.529859,0.565542,0.830472
0.588858,0.683988,0.978417
0.569744,0.658468,0.94334
0.477959,0.527482,0.766461
0.521948,0.61677,0.877744
0.552709,0.613911,0.890266
0.52988,0.625809,0.890749
0.555281,0.601916,0.879556
0.621859,0.709982,1.02091
