0.05, 0, 0.125, 510
0.05, 0.05, 0.125, 371
0.05, 0.1, 0.125, 301
0.05, 0.15, 0.125, 311
0.05, 0.2, 0.125, 429
0.05, 0.25, 0.125, 202
0.05, 0.3, 0.125, 404
0.05, 0.35, 0.125, 343
0.05, 0.4, 0.125, 261
0.05, 0.45, 0.125, 67
0.05, 0.5, 0.125, 339
0.05, 0.55, 0.125, 221
0.05, 0.6, 0.125, 76
0.05, 0.65, 0.125, 236
0.05, 0.7, 0.125, 230
0.05, 0.75, 0.125, 142
0.05, 0.8, 0.125, 181
0.05, 0.85, 0.125, 105
0.05, 0.9, 0.125, 95
0.05, 0.95, 0.125, 135
0.1, 0, 0.125, 169
0.1, 0.05, 0.125, 93
0.1, 0.1, 0.125, 298
0.1, 0.15, 0.125, 140
0.1, 0.2, 0.125, 169
0.1, 0.25, 0.125, 239
0.1, 0.3, 0.125, 181
0.1, 0.35, 0.125, 112
0.1, 0.4, 0.125, 117
0.1, 0.45, 0.125, 89
0.1, 0.5, 0.125, 130
0.1, 0.55, 0.125, 90
0.1, 0.6, 0.125, 99
0.1, 0.65, 0.125, 59
0.1, 0.7, 0.125, 48
0.1, 0.75, 0.125, 116
0.1, 0.8, 0.125, 113
0.1, 0.85, 0.125, 91
0.1, 0.9, 0.125, 116
0.1, 0.95, 0.125, 121
0.15, 0, 0.125, 130
0.15, 0.05, 0.125, 265
0.15, 0.1, 0.125, 180
0.15, 0.15, 0.125, 63
0.15, 0.2, 0.125, 158
0.15, 0.25, 0.125, 167
0.15, 0.3, 0.125, 108
0.15, 0.35, 0.125, 131
0.15, 0.4, 0.125, 116
0.15, 0.45, 0.125, 98
0.15, 0.5, 0.125, 77
0.15, 0.55, 0.125, 106
0.15, 0.6, 0.125, 112
0.15, 0.65, 0.125, 90
0.15, 0.7, 0.125, 66
0.15, 0.75, 0.125, 38
0.15, 0.8, 0.125, 71
0.15, 0.85, 0.125, 52
0.15, 0.9, 0.125, 55
0.15, 0.95, 0.125, 60
0.2, 0, 0.125, 77
0.2, 0.05, 0.125, 91
0.2, 0.1, 0.125, 82
0.2, 0.15, 0.125, 84
0.2, 0.2, 0.125, 116
0.2, 0.25, 0.125, 100
0.2, 0.3, 0.125, 121
0.2, 0.35, 0.125, 90
0.2, 0.4, 0.125, 110
0.2, 0.45, 0.125, 55
0.2, 0.5, 0.125, 65
0.2, 0.55, 0.125, 71
0.2, 0.6, 0.125, 71
0.2, 0.65, 0.125, 49
0.2, 0.7, 0.125, 38
0.2, 0.75, 0.125, 51
0.2, 0.8, 0.125, 45
0.2, 0.85, 0.125, 33
0.2, 0.9, 0.125, 80
0.2, 0.95, 0.125, 150
0.25, 0, 0.125, 108
0.25, 0.05, 0.125, 45
0.25, 0.1, 0.125, 108
0.25, 0.15, 0.125, 92
0.25, 0.2, 0.125, 77
0.25, 0.25, 0.125, 101
0.25, 0.3, 0.125, 82
0.25, 0.35, 0.125, 64
0.25, 0.4, 0.125, 82
0.25, 0.45, 0.125, 52
0.25, 0.5, 0.125, 101
0.25, 0.55, 0.125, 95
0.25, 0.6, 0.125, 44
0.25, 0.65, 0.125, 64
0.25, 0.7, 0.125, 66
0.25, 0.75, 0.125, 43
0.25, 0.8, 0.125, 43
0.25, 0.85, 0.125, 35
0.25, 0.9, 0.125, 56
0.25, 0.95, 0.125, 93
0.3, 0, 0.125, 70
0.3, 0.05, 0.125, 93
0.3, 0.1, 0.125, 107
0.3, 0.15, 0.125, 120
0.3, 0.2, 0.125, 51
0.3, 0.25, 0.125, 72
0.3, 0.3, 0.125, 125
0.3, 0.35, 0.125, 82
0.3, 0.4, 0.125, 58
0.3, 0.45, 0.125, 53
0.3, 0.5, 0.125, 48
0.3, 0.55, 0.125, 24
0.3, 0.6, 0.125, 41
0.3, 0.65, 0.125, 57
0.3, 0.7, 0.125, 39
0.3, 0.75, 0.125, 35
0.3, 0.8, 0.125, 52
0.3, 0.85, 0.125, 33
0.3, 0.9, 0.125, 55
0.3, 0.95, 0.125, 142
0.35, 0, 0.125, 69
0.35, 0.05, 0.125, 45
0.35, 0.1, 0.125, 107
0.35, 0.15, 0.125, 34
0.35, 0.2, 0.125, 86
0.35, 0.25, 0.125, 53
0.35, 0.3, 0.125, 68
0.35, 0.35, 0.125, 70
0.35, 0.4, 0.125, 52
0.35, 0.45, 0.125, 47
0.35, 0.5, 0.125, 45
0.35, 0.55, 0.125, 61
0.35, 0.6, 0.125, 55
0.35, 0.65, 0.125, 28
0.35, 0.7, 0.125, 26
0.35, 0.75, 0.125, 82
0.35, 0.8, 0.125, 64
0.35, 0.85, 0.125, 81
0.35, 0.9, 0.125, 54
0.35, 0.95, 0.125, 182
0.4, 0, 0.125, 103
0.4, 0.05, 0.125, 86
0.4, 0.1, 0.125, 88
0.4, 0.15, 0.125, 90
0.4, 0.2, 0.125, 49
0.4, 0.25, 0.125, 56
0.4, 0.3, 0.125, 42
0.4, 0.35, 0.125, 70
0.4, 0.4, 0.125, 45
0.4, 0.45, 0.125, 30
0.4, 0.5, 0.125, 64
0.4, 0.55, 0.125, 46
0.4, 0.6, 0.125, 47
0.4, 0.65, 0.125, 38
0.4, 0.7, 0.125, 33
0.4, 0.75, 0.125, 54
0.4, 0.8, 0.125, 45
0.4, 0.85, 0.125, 51
0.4, 0.9, 0.125, 105
0.4, 0.95, 0.125, 65
0.45, 0, 0.125, 54
0.45, 0.05, 0.125, 63
0.45, 0.1, 0.125, 88
0.45, 0.15, 0.125, 46
0.45, 0.2, 0.125, 45
0.45, 0.25, 0.125, 82
0.45, 0.3, 0.125, 46
0.45, 0.35, 0.125, 60
0.45, 0.4, 0.125, 35
0.45, 0.45, 0.125, 50
0.45, 0.5, 0.125, 35
0.45, 0.55, 0.125, 25
0.45, 0.6, 0.125, 59
0.45, 0.65, 0.125, 36
0.45, 0.7, 0.125, 50
0.45, 0.75, 0.125, 51
0.45, 0.8, 0.125, 26
0.45, 0.85, 0.125, 61
0.45, 0.9, 0.125, 51
0.45, 0.95, 0.125, 1000
0.5, 0, 0.125, 82
0.5, 0.05, 0.125, 67
0.5, 0.1, 0.125, 51
0.5, 0.15, 0.125, 59
0.5, 0.2, 0.125, 71
0.5, 0.25, 0.125, 54
0.5, 0.3, 0.125, 76
0.5, 0.35, 0.125, 58
0.5, 0.4, 0.125, 38
0.5, 0.45, 0.125, 32
0.5, 0.5, 0.125, 83
0.5, 0.55, 0.125, 53
0.5, 0.6, 0.125, 43
0.5, 0.65, 0.125, 37
0.5, 0.7, 0.125, 61
0.5, 0.75, 0.125, 153
0.5, 0.8, 0.125, 28
0.5, 0.85, 0.125, 59
0.5, 0.9, 0.125, 161
0.5, 0.95, 0.125, 1000
