-0.000838174,-0.00899393,0.0158578,-0.0314715,0.0204942,-0.0306001,-0.0208408,0.0451831,-0.0130679,0.00715269,0.0183055,-0.0483394,-0.00933433,0.000399074,-0.0551739,-0.0262758,0.0118821,0.0228926,0.0288683,-0.0611874,0.00297452,0.0156269,0.0136775,0.0327908,-0.0401744,-0.0631822,0.0751524,-0.00979894,0.00250083,-0.00569415,0.0791075,-0.0152181,0.0506282,-0.0225818,-0.0569,-0.0205815,-0.00381802,-0.0137996,-0.0110834,-0.0336617,-0.0222761,-0.0355344,0.0340762,0.0239352,-0.00401149,-0.00731977,-0.0091749,0.0212095,-0.0873912,0.000368529,0.0066662,-0.015787,-0.00525417,-0.0172794,0.00456038,-0.0394571,0.120018,-0.144554,-0.0609716,-0.0154106,-0.0542401,0.00723167,0.0601369,0.0444077,-0.00419888,-0.0120368,-0.0298093,-0.0422966,0.0232587,-0.075532,-0.0771182,0.00949745,-0.0689077,0.0285425,-0.0652147,-0.0516972,-0.0500581,0.0262359,-0.057528,0.0492764,-0.0639767,0.0100188,-0.161976,-0.0442837,0.00962628,0.00941725,0.0576108,-0.0135698,0.108409,0.0139441,0.0346241,-0.00365047,-0.103093,-0.0349973,-0.116226,-0.0803539,0.0296396,-0.0219828,0.0158265,-0.0244312,-0.108752,-0.0757284,0.0535788,0.0433117,0.0104852,-0.00478052,0.0240804,-0.0197927,0.0122114,-0.0117875,0.00597584,-0.00865274,0.0152748,-0.0141977,0.204504
-0.00792605,-0.0140796,-0.00367033,-0.0257526,-0.00172709,-0.0241371,-0.0244959,0.0430357,-0.00622459,0.00928195,0.00366085,-0.0461984,-0.00326188,0.0123047,-0.0570183,-0.0297709,0.0101767,0.0142896,0.0375419,-0.0571084,0.00249019,0.00837347,0.0167657,0.0323097,-0.0413747,-0.0677643,0.0733385,-0.00920553,0.0065859,-0.017152,0.0820022,-0.0156462,0.048797,-0.0282445,-0.0613989,-0.0147895,-0.0139666,-0.0363032,-0.0223392,-0.0262152,-0.0115643,-0.029643,0.0406429,0.00653016,-0.00183532,0.0157093,-0.040682,0.0166757,-0.147033,0.0146136,0.0215129,-0.0370069,-0.00879903,-0.055737,0.0138189,-0.0393355,0.116382,-0.141517,-0.063765,-0.0116502,-0.0592056,0.0128207,0.0621363,0.0434863,-0.0160935,-0.0113584,-0.0320813,-0.0460488,0.0246465,-0.0740497,-0.0715382,0.00667581,-0.0664935,0.0203758,-0.0659565,-0.0462476,-0.0441423,0.023018,-0.0571469,0.0487881,-0.0636929,0.014168,-0.163982,-0.0360256,0.029532,0.00289977,0.0524518,-0.00755501,0.110019,0.020493,0.0322675,-0.0061715,-0.101387,-0.045,-0.160444,-0.0751014,0.0300007,-0.027308,0.0110555,-0.0301682,-0.1044,-0.0787263,0.0446802,0.0494366,0.0149156,-0.0198339,0.0565953,-0.0698043,0.00978261,-0.037924,0.0164941,-0.00642729,0.00162163,0.0608173,0.587228
-0.0173056,-0.0184376,-0.0233009,-0.0183785,-0.0242286,-0.013576,-0.0296612,0.0406663,0.00193851,0.0125611,-0.0171304,-0.0459088,0.00303695,0.0251074,-0.06118,-0.0341164,0.00905494,0.0045255,0.0496003,-0.0543174,0.00258616,0.000279811,0.0188776,0.0362794,-0.0438624,-0.0730942,0.0720822,-0.00795203,0.0156112,-0.0309536,0.0855949,-0.0151704,0.046586,-0.0330626,-0.0657507,-0.0078132,-0.024804,-0.0631232,-0.0329362,-0.0182543,0.00248812,-0.0232084,0.0526695,-0.025448,0.0065353,0.0419766,-0.0712572,0.0221332,-0.233322,0.0415039,0.0400437,-0.0600292,-0.0067328,-0.114631,0.031731,-0.0394478,0.111408,-0.138675,-0.0671628,-0.00862825,-0.0670012,0.0189344,0.064326,0.0470646,-0.0210262,-0.00990348,-0.0352536,-0.0513832,0.0274919,-0.0693035,-0.0621406,0.00417236,-0.0625538,0.00270278,-0.0825829,-0.0430161,-0.0363746,0.0193174,-0.0577669,0.0468165,-0.0631714,0.0183546,-0.169871,-0.0219213,0.0536428,0.00077138,0.04587,0.000412885,0.114185,0.0352876,0.0342931,-0.00661857,-0.0923074,-0.0768988,-0.236661,-0.0724046,0.0315781,-0.0349049,0.00535578,-0.0385829,-0.099704,-0.0825383,0.0328183,0.061598,0.028229,-0.0496516,0.0965562,-0.129031,-0.000383403,-0.0922386,0.0149207,-0.0119899,-0.0415693,0.214421,1.09835
-0.0266289,-0.0230085,-0.0456396,-0.00899633,-0.0501596,-0.00208109,-0.034304,0.0380531,0.009511,0.0167475,-0.0381547,-0.0468262,0.00717114,0.039634,-0.0659746,-0.0401124,0.0080813,-0.00722552,0.0637518,-0.0519727,0.000933194,-0.00958373,0.0200265,0.0445284,-0.0505821,-0.0784686,0.0703858,-0.0071957,0.0231247,-0.0448683,0.0891788,-0.0155102,0.0440065,-0.036486,-0.0719811,-0.00208891,-0.0354675,-0.0928193,-0.037064,-0.0146007,0.0170264,-0.0156544,0.0733259,-0.0684622,0.0235604,0.0678121,-0.0952526,0.0419146,-0.330547,0.0789626,0.0603128,-0.0813719,0.00445344,-0.186747,0.0581254,-0.0425657,0.106453,-0.137196,-0.0722061,-0.00910537,-0.0736967,0.0247345,0.0595606,0.0630185,-0.0192964,-0.00635668,-0.0385791,-0.0563616,0.0309443,-0.0595273,-0.0532674,0.00283027,-0.0496245,-0.0320026,-0.10624,-0.0436028,-0.0291202,0.0160908,-0.0593989,0.0424342,-0.0626838,0.022246,-0.181753,0.00240467,0.0803917,0.00664572,0.0430748,0.0111601,0.123306,0.063625,0.0340564,-0.00467932,-0.058314,-0.156509,-0.328108,-0.0739962,0.0318483,-0.0441198,-0.00253079,-0.0522429,-0.0952998,-0.0879737,0.0134555,0.0889495,0.0478964,-0.0982434,0.130163,-0.19413,-0.0196887,-0.176495,0.0170487,-0.0233935,-0.138787,0.474335,1.66056
-0.0371005,-0.02623,-0.0729797,-0.00445312,-0.0774371,0.0162412,-0.0411946,0.0342838,0.0281872,0.0258405,-0.0731817,-0.0549698,0.0155475,0.0530432,-0.0736176,-0.0460117,0.00978037,-0.0282749,0.0865877,-0.0445724,0.00298184,-0.0284101,0.0269563,0.0528752,-0.062065,-0.0880527,0.0657172,0.000220899,0.0281266,-0.0639033,0.0989396,-0.0187885,0.0412746,-0.0467918,-0.0844489,0.0117115,-0.0477257,-0.144954,-0.0461116,-0.0103467,0.033801,-0.00940663,0.0923402,-0.107668,0.0351502,0.0862757,-0.110053,0.0510268,-0.395564,0.104015,0.0780866,-0.0989368,0.0106131,-0.24664,0.0797962,-0.044871,0.0979663,-0.141548,-0.078073,-0.00390769,-0.0842431,0.0389532,0.0614605,0.0764321,-0.0243148,-0.00894652,-0.0469999,-0.0688142,0.0262797,-0.0548042,-0.0347565,0.000184446,-0.0483215,-0.0550285,-0.119104,-0.0514191,-0.0135759,0.0151392,-0.0639511,0.0425857,-0.0545132,0.0298542,-0.208423,0.0268644,0.100068,0.00760295,0.0453577,0.0238062,0.127039,0.0850073,0.0336661,-0.00658714,-0.0367622,-0.21278,-0.386204,-0.0797058,0.0331629,-0.0594128,-0.0086545,-0.0696446,-0.0906647,-0.0992925,-0.00691974,0.106164,0.0574208,-0.143823,0.163744,-0.257847,-0.0248339,-0.25186,0.0193103,-0.0368524,-0.228862,0.707795,2.1888
-0.0511357,-0.0295486,-0.106079,0.00102794,-0.113271,0.0334622,-0.0488277,0.0300362,0.053119,0.0327253,-0.113033,-0.0681856,0.0315229,0.061374,-0.0771956,-0.0570215,0.0129909,-0.0566855,0.115871,-0.0397836,0.00672789,-0.045675,0.0308218,0.0610058,-0.0747169,-0.0995225,0.0594309,0.0132892,0.0313095,-0.0823119,0.111964,-0.0207424,0.037974,-0.0585401,-0.100267,0.0254614,-0.0546833,-0.222712,-0.0405428,-0.0184155,0.0554506,-0.00597559,0.118155,-0.15483,0.0492047,0.0894244,-0.101907,0.0122636,-0.394012,0.0809561,0.0881669,-0.103877,-0.0110837,-0.271673,0.0746208,-0.0448606,0.0839071,-0.149692,-0.0838379,0.0134295,-0.0964335,0.0636747,0.0833602,0.0641784,-0.0556885,-0.0224947,-0.0509124,-0.0846861,0.0160317,-0.064805,-0.0145041,-0.00803247,-0.0732934,-0.0385546,-0.0999439,-0.0695945,0.00259011,0.0164575,-0.0765897,0.0428076,-0.0391057,0.0429977,-0.24818,0.0549301,0.112653,-0.0115582,0.0609022,0.0298771,0.120323,0.0715456,0.0348708,-0.0297661,-0.0705679,-0.179507,-0.360049,-0.0883042,0.031718,-0.0729826,-0.0114477,-0.0757214,-0.0891316,-0.104059,-0.0087897,0.0928029,0.039838,-0.162395,0.182931,-0.310689,-0.0108546,-0.283622,0.0200886,-0.0261219,-0.247783,0.820905,2.61151
-0.0655725,-0.036804,-0.13789,-0.00219065,-0.14432,0.0511426,-0.0560112,0.0336854,0.085987,0.0469681,-0.166956,-0.0932863,0.0484363,0.0693699,-0.0866299,-0.0734254,0.0106474,-0.092217,0.146332,-0.0316583,0.0117397,-0.0687169,0.0356793,0.0650307,-0.0925845,-0.111101,0.0547253,0.0310487,0.0352771,-0.107095,0.129541,-0.024788,0.0344176,-0.0773157,-0.127158,0.0475784,-0.07372,-0.313994,-0.0538561,-0.0254292,0.0773269,0.00702764,0.135441,-0.185671,0.0522815,0.0846544,-0.0684756,-0.0437715,-0.344108,0.0345566,0.0938905,-0.0934615,-0.0457549,-0.268358,0.054131,-0.0465349,0.0641412,-0.16876,-0.099051,0.0374247,-0.0999965,0.0983273,0.10121,0.0500087,-0.128139,-0.0376718,-0.0516715,-0.11136,0.00414141,-0.0816223,0.00250841,-0.0174082,-0.0961367,-0.0162384,-0.0486714,-0.0917933,0.0252188,0.0229824,-0.102311,0.0463349,-0.00949041,0.0579223,-0.317453,0.0811535,0.0934017,-0.0311912,0.0942123,0.0244005,0.123987,0.0428903,0.0188676,-0.0626753,-0.0843349,-0.12953,-0.217958,-0.0990316,0.0349509,-0.0910911,-0.0174574,-0.0834173,-0.0871047,-0.117519,-0.0255427,0.0717167,-0.0190217,-0.178633,0.183478,-0.343545,-0.00121594,-0.292934,0.0408649,-0.00681035,-0.29043,0.899833,2.88169
-0.0927087,-0.0697196,-0.184484,-0.00447482,-0.207238,0.0876348,-0.0822763,0.0432438,0.139085,0.0606052,-0.250941,-0.13942,0.0627335,0.085885,-0.115296,-0.106877,0.0126353,-0.145425,0.201392,-0.0294147,0.0194131,-0.100073,0.0389581,0.0661155,-0.118272,-0.132849,0.0544783,0.062269,0.043024,-0.131353,0.160833,-0.026199,0.0379682,-0.115799,-0.153838,0.0900202,-0.105465,-0.440272,-0.059644,-0.04578,0.104252,0.0221873,0.166141,-0.24008,0.0620381,0.0851799,-0.0395042,-0.139153,-0.239586,-0.0319232,0.102374,-0.0832297,-0.106822,-0.230431,0.0189462,-0.0728468,0.0606695,-0.233484,-0.128419,0.0680978,-0.114001,0.15509,0.149329,0.0216133,-0.225827,-0.0866486,-0.0745575,-0.162122,-0.00531744,-0.113719,0.0286275,-0.0201554,-0.150988,0.0405685,0.0301215,-0.168128,0.0580127,0.0268703,-0.158907,0.0412716,0.0518433,0.0822696,-0.465557,0.169665,0.110773,-0.0633081,0.134932,0.0181523,0.129375,0.00218358,0.0143482,-0.0985958,-0.149057,-0.0152218,0.00504927,-0.159344,0.0438744,-0.13185,-0.0225421,-0.101696,-0.0896434,-0.136933,-0.0381046,0.0393326,-0.0875648,-0.165034,0.184672,-0.347752,0.0343747,-0.275753,0.0518281,-0.0016309,-0.256894,0.83964,2.99944
-0.139889,-0.125637,-0.2345,-0.0378838,-0.299537,0.119923,-0.0984093,0.0561996,0.210488,0.0835748,-0.343297,-0.195971,0.0675996,0.0970379,-0.150579,-0.142623,0.0072484,-0.207746,0.257864,-0.0345145,0.0340437,-0.133875,0.0378106,0.0631805,-0.149766,-0.151098,0.0647632,0.105455,0.0482633,-0.163118,0.19836,-0.0257315,0.0537217,-0.166306,-0.189512,0.146772,-0.158228,-0.587425,-0.0925505,-0.0688518,0.136115,0.0495362,0.218465,-0.28609,0.0866985,0.0859571,0.00362705,-0.200498,-0.124785,-0.0729125,0.111105,-0.0629886,-0.155414,-0.179467,-0.00653696,-0.146237,0.0631335,-0.3066,-0.169588,0.0950722,-0.118394,0.210414,0.189135,0.038214,-0.35634,-0.153223,-0.0898301,-0.217719,-0.014449,-0.144187,0.0641804,-0.0214653,-0.215554,0.0926829,0.0896623,-0.281269,0.11135,0.0480006,-0.242477,0.0318738,0.142493,0.113718,-0.66832,0.258168,0.0893313,-0.104451,0.201118,-0.00922506,0.172822,-0.0183374,-0.00767727,-0.141215,-0.158289,0.006944,0.298885,-0.296622,0.0796698,-0.167706,-0.0339721,-0.126961,-0.111233,-0.186208,-0.0608101,0.0165585,-0.172672,-0.166899,0.181046,-0.323419,0.0564374,-0.272952,0.0720907,-0.0194171,-0.311341,0.846206,2.97296
-0.200246,-0.191064,-0.292217,-0.0894589,-0.420349,0.15192,-0.133087,0.0760833,0.277604,0.107732,-0.431391,-0.252426,0.0773809,0.106857,-0.191497,-0.183537,0.00335009,-0.276806,0.312345,-0.0394858,0.0655307,-0.170094,0.0390231,0.0609705,-0.183212,-0.174185,0.090035,0.142612,0.0483998,-0.195862,0.234364,-0.0362304,0.0809706,-0.214655,-0.2325,0.198754,-0.210415,-0.721641,-0.12586,-0.0857252,0.163812,0.0719299,0.261529,-0.327087,0.11088,0.114317,-0.00356514,-0.270335,-0.0685243,-0.0837042,0.135595,-0.0683824,-0.213218,-0.153684,-0.0177125,-0.251528,0.0810186,-0.372629,-0.224984,0.146808,-0.139815,0.259696,0.234791,0.0278152,-0.497111,-0.247525,-0.124449,-0.280147,-0.014415,-0.189924,0.118361,-0.0365978,-0.268051,0.138057,0.147575,-0.424648,0.153836,0.0580106,-0.335203,0.0227591,0.224721,0.151595,-0.852504,0.360801,0.128064,-0.146893,0.26029,-0.0373606,0.234514,-0.0414046,-0.0271331,-0.178552,-0.172212,0.0541448,0.596529,-0.48989,0.109964,-0.206738,-0.0446038,-0.153999,-0.139352,-0.246815,-0.0702616,-0.00376463,-0.235425,-0.170927,0.190136,-0.270897,0.0802738,-0.25428,0.0895406,-0.0446954,-0.355159,0.772586,2.82544
