-0.0445061,-0.728683,-1.13432,1.43882,0.644547,-1.24884,-0.0522652,0.638363,1.3276,-0.350105,-0.648014,-1.57788,1.05187,0.766861,1.33044,-0.014061,-0.197594,-0.116428,1.18088,0.304417,0.0566597,0.470898,0.297316,-0.993062,1.10625,0.641027,-1.25147,0.360196,0.232971,0.0885582,-0.160046,1.65294
-1.22913,-2.27127,-0.440712,0.790436,-0.870939,-0.493107,0.436344,0.261017,0.756668,-0.283716,-0.26017,-0.5189,-1.15292,-0.874998,0.312286,0.120882,0.122991,0.0402565,-0.936791,0.0653687,0.31329,0.261032,0.777538,-0.0282755,-0.192083,-1.01819,0.770828,-1.50596,-0.0224533,-1.00792,0.627125,1.62983
2.13195,2.41539,-1.97495,0.0807457,1.39095,0.56469,-0.228722,1.28606,1.10474,0.731672,-1.26081,0.500782,-0.367052,0.0131092,1.18238,-0.0976543,1.0937,0.340811,1.17115,-0.200417,0.488304,-0.00407028,-0.180508,-0.0396194,0.83074,1.8933,-0.48082,-1.58536,0.696106,-1.17225,-0.765295,1.6572
3.9267,0.995243,-1.48162,-3.10274,-0.691605,2.64432,-0.853668,0.722038,-1.43824,-0.227369,-1.27998,-1.83693,-1.26065,-1.69308,1.81446,-0.969509,1.28151,-1.21199,1.08766,-1.59799,0.801373,-0.968025,-0.176777,-0.421333,0.600061,-0.137421,0.828228,0.981993,2.07856,-1.04445,-0.692667,1.71861
2.43374,-0.576019,0.653801,-0.475929,3.98572,2.22474,1.64437,-0.995373,-1.34384,-3.37338,1.34471,0.477173,0.572107,1.87723,0.45808,1.62284,0.254933,-0.715677,-0.498147,1.73128,0.865007,-0.132881,-0.557724,-2.1712,-1.66546,-1.56611,-0.500896,-1.48125,-1.50274,0.0518208,1.13315,1.75602
1.22449,-1.55873,0.336479,-2.35364,0.516815,-0.510826,-0.435623,1.1066,0.227783,0.151993,-1.15295,0.232138,0.546515,0.522139,0.999767,1.07016,0.17024,2.22675,0.834181,0.112162,-1.3776,-0.651257,0.704361,-0.409798,0.00735569,0.147591,-0.2127,2.20193,0.684692,1.12915,0.851864,1.74742
-0.22258,0.907684,1.61592,-0.665356,1.12466,0.135967,0.162846,0.458473,2.41892,-0.143812,-1.09385,-0.526144,-0.376093,-0.508881,-0.14875,-1.32654,1.18237,0.31641,-0.114988,-0.425283,0.00963593,-0.515335,0.783577,0.355394,0.257894,-0.007658,0.503002,-0.996374,0.694954,-0.281366,0.161875,1.63619
-1.64012,-0.407719,-1.51499,2.4459,0.460176,1.99085,0.71048,-2.15754,0.0443268,0.465965,0.576962,-1.04154,-0.969738,-2.33039,-1.64329,2.02937,-1.89021,1.20017,-0.918631,-0.200605,-0.45137,0.100819,1.24091,-0.714781,-0.546625,0.171425,-0.342136,-0.00634289,-0.550995,-0.0476875,-0.00790215,1.69238
0.620708,1.18786,1.81647,-1.91962,0.993896,0.227314,-1.12249,1.26553,0.228447,-0.315254,0.0495567,0.512177,0.935156,0.0172081,-0.492126,0.616806,-0.0749683,-0.528833,-0.567757,-0.953114,0.156149,0.165104,0.42057,-0.167339,-0.231984,0.231506,0.0672913,-0.0903063,0.938286,0.404568,-0.0606651,1.7199
-1.30146,3.24479,-3.89921,1.09539,-2.38077,0.312897,0.676994,0.406807,-1.71362,-1.01319,-1.16355,-2.67843,-0.307764,-1.12905,-0.721416,-0.522297,0.295766,0.84059,-0.301676,-0.724648,-0.626768,-0.878189,-0.0982456,0.812393,-0.459489,0.793198,-0.347317,-0.438415,0.510376,-0.935631,-0.98033,1.73568
-0.863895,0.882221,2.30872,-1.31529,1.1114,0.617157,-0.701427,0.243103,0.531284,-0.189083,-0.419994,-0.773369,-0.202326,-0.657379,-0.78746,-0.333172,0.700574,0.463243,-0.0377808,0.271624,0.0493317,-0.292023,-0.339949,0.297533,0.623028,-0.0898895,0.228577,-0.134722,1.33604,-0.152323,0.243713,1.789
