0.797629,0.164072,0.562887
0.372073,0.740432,0.926468
0.228418,0.372453,0.486662
0.952664,0.670463,1.14679
0.844109,0.667091,1.08915
0.385378,0.910978,1.10367
0.817311,0.392408,0.801063
0.949903,0.7043,1.17925
0.622099,0.877721,1.18877
0.583551,0.163653,0.455429
0.518398,0.848166,1.10737
0.737601,0.405262,0.774062
0.3601,0.40806,0.58811
0.65386,0.36728,0.69421
0.0442179,0.453395,0.475504
0.901228,0.944412,1.39503
0.931135,0.466552,0.932119
0.734411,0.222865,0.590071
0.510025,0.0799267,0.334939
0.072325,0.189404,0.225567
0.438487,0.30687,0.526113
0.656746,0.850256,1.17863
0.722876,0.627734,0.989173
0.755877,0.251979,0.629917
0.0212932,0.706291,0.716938
0.396099,0.191014,0.389063
0.610514,0.565712,0.870969
0.111408,0.456019,0.511723
0.685301,0.373219,0.71587
0.566418,0.682653,0.965863
0.427105,0.923823,1.13738
0.0806121,0.465121,0.505427
0.0154933,0.839688,0.847434
0.183042,0.767634,0.859155
0.431803,0.869364,1.08527
0.761014,0.268832,0.649339
0.86235,0.962606,1.39378
0.84096,0.564101,0.984581
0.0255146,0.57167,0.584427
0.508721,0.93733,1.19169
0.513652,0.128158,0.384984
0.502313,0.260604,0.511761
0.666251,0.823119,1.15624
0.709607,0.195661,0.550464
0.0289038,0.468031,0.482483
0.978118,0.428438,0.917497
0.996389,0.75571,1.2539
0.290713,0.0901926,0.235549
0.705588,0.43651,0.789304
0.437638,0.0684447,0.287264
