-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
-0.120412,-0.47082,-0.531026
