0.239313,0.673051,0.792708
0.375211,0.142965,0.330571
0.916485,0.309437,0.767679
0.690249,0.0820181,0.427143
0.134304,0.578375,0.645527
0.305594,0.254007,0.406804
0.550527,0.190419,0.465683
0.573609,0.8057,1.0925
0.442619,0.0932354,0.314545
0.885219,0.0670072,0.509617
0.365831,0.811529,0.994444
0.567873,0.194275,0.478211
0.669939,0.14259,0.47756
0.196188,0.117035,0.215129
0.443575,0.256863,0.478651
0.937833,0.592001,1.06092
0.0987516,0.617797,0.667172
0.560761,0.896126,1.17651
0.84427,0.723169,1.1453
0.295308,0.906399,1.05405
0.234089,0.183119,0.300164
0.785644,0.686206,1.07903
0.332116,0.693752,0.85981
0.166523,0.128757,0.212018
0.94322,0.245678,0.717288
0.896744,0.426117,0.874489
0.136984,0.213463,0.281955
0.6963,0.910226,1.25838
0.964449,0.845544,1.32777
0.998371,0.929915,1.4291
0.927084,0.041687,0.505229
0.29857,0.393988,0.543273
0.926956,0.581837,1.04531
0.691877,0.488178,0.834117
0.740379,0.491671,0.86186
0.272942,0.755082,0.891553
0.784335,0.0411762,0.433344
0.331141,0.721002,0.886573
0.685822,0.93324,1.27615
0.835707,0.459304,0.877158
0.785379,0.947539,1.34023
0.305214,0.638983,0.79159
0.279672,0.0676039,0.20744
0.434719,0.824956,1.04232
0.871514,0.383322,0.81908
0.828323,0.412486,0.826648
0.9189,0.121503,0.580953
0.897444,0.491337,0.940059
0.658263,0.503502,0.832633
0.620453,0.985545,1.29577
