111.854,111.865,111.861,111.864,111.865,111.878,111.884,111.89,111.891,111.909,111.887,111.886,111.885,111.883,111.884,111.888,111.891,111.902,111.902,111.913,111.909,111.916,111.929,111.916,111.909,111.908,111.901,111.9,111.889,111.882,111.89,111.89
111.889,111.889,111.887,111.89,111.887,111.886,111.885,111.886,111.877,111.884,111.876,111.866,111.862,111.866,111.873,111.864,111.864,111.858,111.857,111.846,111.847,111.854,111.854,111.844,111.849,111.837,111.838,111.838,111.859,111.878,111.881,111.883
111.888,111.889,111.885,111.864,111.844,111.878,111.875,111.868,111.884,111.886,111.884,111.875,111.867,111.858,111.861,111.865,111.859,111.888,111.887,111.904,111.914,111.915,111.909,111.913,111.914,111.922,111.925,111.928,111.934,111.953,111.958,111.971
111.973,111.959,111.952,111.951,111.936,111.933,111.935,111.935,111.916,111.914,111.929,111.924,111.944,111.956,111.945,111.943,111.929,111.937,111.936,111.932,111.977,111.976,111.992,112.007,112.007,112.017,112.003,112.013,111.983,111.984,111.984,111.992
111.994,111.989,111.997,111.993,111.988,112.055,112.043,112.062,112.054,112.036,112.017,112.013,112.008,112.02,112.031,112.033,112.04,112.009,112.003,111.996,111.985,111.979,111.964,111.963,111.949,111.964,111.959,111.94,111.96,111.966,111.992,111.96
111.959,111.979,111.994,111.992,111.989,111.985,111.977,111.992,111.998,112.018,112.012,112.015,112.01,112.023,112.03,112.022,112.017,112.014,112.015,112.015,112.014,112.004,112.001,112,111.995,111.989,111.982,111.976,111.952,111.917,111.897,111.89
111.878,111.875,111.878,111.868,111.866,111.866,111.868,111.852,111.866,111.877,111.873,111.87,111.873,111.882,111.88,111.881,111.876,111.883,111.877,111.876,111.881,111.883,111.882,111.872,111.859,111.859,111.872,111.871,111.878,111.876,111.878,111.888
111.886,111.897,111.914,111.938,111.913,111.903,111.932,111.946,111.944,111.938,111.95,111.939,111.931,111.926,111.936,111.945,111.959,111.926,111.94,111.937,111.925,111.939,111.938,111.939,111.938,111.931,111.936,111.944,111.939,111.938,111.939,111.931
111.936,111.944,111.944,111.938,111.942,111.937,111.947,111.937,111.944,111.951,111.952,111.965,111.966,111.966,111.968,111.991,111.986,111.98,111.978,111.979,111.988,111.975,111.976,111.965,111.969,111.975,111.975,111.966,111.955,111.956,111.957,111.947
111.943,111.943,111.951,111.95,111.947,111.95,111.949,111.955,111.95,111.953,111.956,111.956,111.957,111.955,111.952,111.953,111.962,111.963,111.971,111.975,111.987,111.987,111.996,112,112.011,112.008,112.005,112.06,112.035,112.032,112.036,112.034
112.045,112.033,112.037,112.029,112.03,112.024,112.029,112.018,112.021,112.024,112.023,112.034,112.034,112.041,112.038,112.041,112.035,112.034,112.043,112.048,112.048,112.048,112.047,112.044,112.028,112.029,112.032,112.029,112.034,112.029,112.02,112.013
112.014,112.019,112.021,112.03,112.036,112.02,112.014,111.993,111.967,111.935,111.94,111.949,111.929,111.931,111.943,111.941,111.95,111.955,111.968,111.955,111.943,111.955,111.954,111.96,111.96,111.961,111.967,111.96,111.963,111.961,111.961,111.966
111.966,111.946,111.953,111.953,111.949,111.943,111.948,111.947,111.94,111.939,111.941,111.946,111.937,111.905,111.912,111.916,111.916,111.91,111.915,111.916,111.908,111.91,111.903,111.909,111.898,111.905,111.917,111.917,111.902,111.903,111.916,111.931
111.926,111.917,111.914,111.926,111.92,111.915,111.905,111.896,111.883,111.892,111.881,111.84,111.851,111.83,111.834,111.801,111.798,111.791,111.804,111.81,111.832,111.823,111.842,111.812,111.76,111.761,111.752,111.724,111.741,111.721,111.742,111.747
111.779,111.784,111.798,111.773,111.757,111.763,111.752,111.79,111.797,111.798,111.841,111.817,111.823,111.81,111.841,111.83,111.83,111.825,111.82,111.78,111.77,111.766,111.723,111.724,111.728,111.73,111.725,111.766,111.77,111.774,111.766,111.771
111.766,111.743,111.738,111.746,111.766,111.755,111.748,111.739,111.738,111.736,111.756,111.767,111.757,111.723,111.75,111.708,111.748,111.743,111.796,111.805,111.785,111.775,111.806,111.811,111.803,111.805,111.793,111.817,111.811,111.794,111.799,111.783
111.82,111.813,111.815,111.8,111.806,111.815,111.806,111.796,111.791,111.804,111.809,111.8,111.807,111.819,111.819,111.809,111.808,111.813,111.803,111.813,111.817,111.794,111.763,111.737,111.743,111.74,111.743,111.744,111.738,111.736,111.746,111.739
111.743,111.733,111.735,111.743,111.702,111.721,111.74,111.742,111.747,111.738,111.746,111.771,111.766,111.776,111.77,111.744,111.75,111.751,111.772,111.779,111.767,111.763,111.761,111.766,111.773,111.777,111.764,111.754,111.752,111.753,111.75,111.745
111.738,111.74,111.72,111.731,111.727,111.725,111.719,111.729,111.731,111.735,111.735,111.739,111.726,111.712,111.731,111.736,111.732,111.727,111.724,111.722,111.721,111.709,111.708,111.731,111.732,111.731,111.742,111.75,111.749,111.736,111.728,111.734
111.72,111.685,111.686,111.677,111.679,111.686,111.689,111.698,111.691,111.69,111.702,111.698,111.686,111.68,111.692,111.693,111.688,111.681,111.683,111.686,111.69,111.692,111.693,111.694,111.691,111.681,111.686,111.69,111.692,111.702,111.702,111.711
