0.519387,0.142835,0.402528
0.567186,0.424895,0.708488
0.0502689,0.638921,0.664056
0.429115,0.943508,1.15807
0.182001,0.35031,0.44131
0.368006,0.500854,0.684857
0.571495,0.510137,0.795885
0.860881,0.453901,0.884341
0.569791,0.118024,0.40292
0.251803,0.818683,0.944585
0.88555,0.331678,0.774453
0.76917,0.807256,1.19184
0.131533,0.679145,0.744911
0.723484,0.186992,0.548734
0.029645,0.630081,0.644903
0.741276,0.313989,0.684628
0.765707,0.207766,0.59062
0.945555,0.322023,0.7948
0.681779,0.132566,0.473455
0.662142,0.37736,0.708431
0.613967,0.171471,0.478455
0.815483,0.751279,1.15902
0.121249,0.421904,0.482528
0.185875,0.0439801,0.136917
0.0835031,0.687247,0.728998
0.68356,0.795545,1.13732
0.754247,0.937572,1.3147
0.234863,0.241768,0.359199
0.689555,0.133587,0.478364
0.750726,0.424727,0.80009
0.281595,0.832714,0.973511
0.838384,0.430214,0.849406
0.603257,0.92842,1.23005
0.210414,0.30859,0.413797
0.707467,0.382063,0.735796
0.275929,0.766772,0.904736
0.262436,0.655765,0.786983
0.327632,0.816065,0.979881
0.059956,0.648974,0.678952
0.0182775,0.691216,0.700355
0.715088,0.836955,1.1945
0.203796,0.132076,0.233974
0.0289307,0.702201,0.716667
0.277636,0.368577,0.507395
0.0875614,0.762417,0.806198
0.907259,0.202223,0.655853
0.92322,0.421385,0.882995
0.423425,0.833912,1.04562
0.466001,0.144704,0.377705
0.922006,0.24192,0.702924
