0.407261,0.87593,1.07956
0.58275,0.438409,0.729784
0.561282,0.786361,1.067
0.485812,0.523879,0.766786
0.341087,0.929981,1.10052
0.831731,0.648404,1.06427
0.657373,0.621318,0.950004
0.776699,0.840647,1.229
0.400758,0.172792,0.373171
0.819775,0.822355,1.23224
0.524796,0.411189,0.673587
0.16673,0.170823,0.254188
0.642396,0.543321,0.86452
0.180164,0.866943,0.957025
0.60196,0.901444,1.20242
0.0761261,0.896078,0.934141
0.976667,0.964679,1.45301
0.172298,0.12809,0.214239
0.150414,0.886657,0.961864
0.0336531,0.800599,0.817426
0.502993,0.919294,1.17079
0.224876,0.572115,0.684553
0.652871,0.357502,0.683938
0.779301,0.600158,0.989808
0.540091,0.733655,1.0037
0.521366,0.397884,0.658567
0.809549,0.525068,0.929842
0.926868,0.170047,0.633481
0.669648,0.417862,0.752686
0.283828,0.515121,0.657034
0.436459,0.910854,1.12908
0.450248,0.88678,1.1119
0.696777,0.381522,0.729911
0.802793,0.830882,1.23228
0.497275,0.307883,0.55652
0.606969,0.0584076,0.361892
0.0820463,0.623734,0.664757
0.249044,0.84002,0.964542
0.0253107,0.381451,0.394106
0.780977,0.471649,0.862138
0.384027,0.53658,0.728593
0.757075,0.596757,0.975294
0.0486678,0.709492,0.733826
0.0238109,0.972906,0.984812
0.468339,0.810993,1.04516
0.882317,0.411112,0.85227
0.149282,0.751978,0.826619
0.754873,0.632557,1.00999
0.0357429,0.238437,0.256309
0.390079,0.996237,1.19128
